ID,Session,BackgroundContrast,Background,Side,SmallRingIdx,Setting,logBackC,logBC,logAM
S1,9,,10,1,2,0,1,1,0
S1,10,,10,-1,1,3,1,1,0.477121255
S1,10,,10,1,2,0,1,1,0
S1,11,,10,-1,1,3,1,1,0.477121255
S1,11,,10,1,2,0,1,1,0
S1,12,,10,-1,1,2,1,1,0.301029996
S1,12,,10,1,2,3,1,1,0.477121255
S1,13,,10,-1,1,-1,1,1,0
S1,13,,10,1,2,-2,1,1,0.301029996
S1,14,,10,-1,1,1,1,1,0
S1,14,,10,1,2,4,1,1,0.602059991
S1,15,,10,-1,1,-2,1,1,0.301029996
S1,15,,10,1,2,5,1,1,0.698970004
S1,16,,10,-1,1,1,1,1,0
S1,16,,10,1,2,3,1,1,0.477121255
S1,17,,10,-1,1,5,1,1,0.698970004
S1,17,,10,1,2,-1,1,1,0
S1,18,,10,-1,1,2,1,1,0.301029996
S1,18,,10,1,2,2,1,1,0.301029996
S1,19,,10,-1,1,6,1,1,0.77815125
S1,19,,10,1,2,4,1,1,0.602059991
S1,20,,10,-1,1,2,1,1,0.301029996
S1,20,,10,1,2,3,1,1,0.477121255
S1,21,,10,-1,1,3,1,1,0.477121255
S1,21,,10,1,2,2,1,1,0.301029996
S1,22,,10,-1,1,2,1,1,0.301029996
S1,22,,10,1,2,3,1,1,0.477121255
S1,23,,10,-1,1,-1,1,1,0
S1,23,,10,1,2,6,1,1,0.77815125
S1,24,,10,-1,1,1,1,1,0
S1,24,,10,1,2,4,1,1,0.602059991
S1,1,,20,-1,1,0,1.301029996,1.301029996,0
S1,1,,20,1,2,6,1.301029996,1.301029996,0.77815125
S1,2,,20,-1,1,1,1.301029996,1.301029996,0
S1,2,,20,1,2,1,1.301029996,1.301029996,0
S1,3,,20,-1,1,-2,1.301029996,1.301029996,0.301029996
S1,3,,20,1,2,1,1.301029996,1.301029996,0
S1,4,,20,-1,1,1,1.301029996,1.301029996,0
S1,4,,20,1,2,3,1.301029996,1.301029996,0.477121255
S1,5,,20,-1,1,-2,1.301029996,1.301029996,0.301029996
S1,5,,20,1,2,1,1.301029996,1.301029996,0
S1,6,,20,-1,1,1,1.301029996,1.301029996,0
S1,6,,20,1,2,1,1.301029996,1.301029996,0
S1,7,,20,-1,1,0,1.301029996,1.301029996,0
S1,7,,20,1,2,6,1.301029996,1.301029996,0.77815125
S1,8,,20,-1,1,3,1.301029996,1.301029996,0.477121255
S1,8,,20,1,2,0,1.301029996,1.301029996,0
S1,9,,20,-1,1,1,1.301029996,1.301029996,0
S1,9,,20,1,2,2,1.301029996,1.301029996,0.301029996
S1,10,,20,-1,1,1,1.301029996,1.301029996,0
S1,10,,20,1,2,0,1.301029996,1.301029996,0
S1,11,,20,-1,1,2,1.301029996,1.301029996,0.301029996
S1,11,,20,1,2,5,1.301029996,1.301029996,0.698970004
S1,12,,20,-1,1,3,1.301029996,1.301029996,0.477121255
S1,12,,20,1,2,1,1.301029996,1.301029996,0
S1,13,,20,-1,1,2,1.301029996,1.301029996,0.301029996
S1,13,,20,1,2,2,1.301029996,1.301029996,0.301029996
S1,14,,20,-1,1,0,1.301029996,1.301029996,0
S1,14,,20,1,2,3,1.301029996,1.301029996,0.477121255
S1,15,,20,-1,1,-4,1.301029996,1.301029996,0.602059991
S1,15,,20,1,2,3,1.301029996,1.301029996,0.477121255
S1,16,,20,-1,1,0,1.301029996,1.301029996,0
S1,16,,20,1,2,0,1.301029996,1.301029996,0
S1,17,,20,-1,1,6,1.301029996,1.301029996,0.77815125
S1,17,,20,1,2,3,1.301029996,1.301029996,0.477121255
S1,18,,20,-1,1,3,1.301029996,1.301029996,0.477121255
S1,18,,20,1,2,1,1.301029996,1.301029996,0
S1,19,,20,-1,1,1,1.301029996,1.301029996,0
S1,19,,20,1,2,3,1.301029996,1.301029996,0.477121255
S1,20,,20,-1,1,2,1.301029996,1.301029996,0.301029996
S1,20,,20,1,2,6,1.301029996,1.301029996,0.77815125
S1,21,,20,-1,1,4,1.301029996,1.301029996,0.602059991
S1,21,,20,1,2,0,1.301029996,1.301029996,0
S1,22,,20,-1,1,3,1.301029996,1.301029996,0.477121255
S1,22,,20,1,2,0,1.301029996,1.301029996,0
S1,23,,20,-1,1,4,1.301029996,1.301029996,0.602059991
S1,23,,20,1,2,4,1.301029996,1.301029996,0.602059991
S1,24,,20,-1,1,3,1.301029996,1.301029996,0.477121255
S1,24,,20,1,2,2,1.301029996,1.301029996,0.301029996
S1,1,,30,-1,1,2,1.477121255,1.477121255,0.301029996
S1,1,,30,1,2,0,1.477121255,1.477121255,0
S1,2,,30,-1,1,-2,1.477121255,1.477121255,0.301029996
S1,2,,30,1,2,1,1.477121255,1.477121255,0
S1,3,,30,-1,1,-2,1.477121255,1.477121255,0.301029996
S1,3,,30,1,2,4,1.477121255,1.477121255,0.602059991
S1,4,,30,-1,1,-1,1.477121255,1.477121255,0
S1,4,,30,1,2,4,1.477121255,1.477121255,0.602059991
S1,5,,30,-1,1,-2,1.477121255,1.477121255,0.301029996
S1,5,,30,1,2,4,1.477121255,1.477121255,0.602059991
S1,6,,30,-1,1,-2,1.477121255,1.477121255,0.301029996
S1,6,,30,1,2,1,1.477121255,1.477121255,0
S1,7,,30,-1,1,2,1.477121255,1.477121255,0.301029996
S1,7,,30,1,2,0,1.477121255,1.477121255,0
S1,8,,30,-1,1,3,1.477121255,1.477121255,0.477121255
S1,8,,30,1,2,2,1.477121255,1.477121255,0.301029996
S1,9,,30,-1,1,4,1.477121255,1.477121255,0.602059991
S1,9,,30,1,2,1,1.477121255,1.477121255,0
S1,10,,30,-1,1,3,1.477121255,1.477121255,0.477121255
S1,10,,30,1,2,3,1.477121255,1.477121255,0.477121255
S1,11,,30,-1,1,3,1.477121255,1.477121255,0.477121255
S1,11,,30,1,2,5,1.477121255,1.477121255,0.698970004
S1,12,,30,-1,1,-1,1.477121255,1.477121255,0
S1,12,,30,1,2,0,1.477121255,1.477121255,0
S1,13,,30,-1,1,3,1.477121255,1.477121255,0.477121255
S1,13,,30,1,2,5,1.477121255,1.477121255,0.698970004
S1,14,,30,-1,1,3,1.477121255,1.477121255,0.477121255
S1,14,,30,1,2,-1,1.477121255,1.477121255,0
S1,15,,30,-1,1,1,1.477121255,1.477121255,0
S1,15,,30,1,2,5,1.477121255,1.477121255,0.698970004
S1,16,,30,-1,1,1,1.477121255,1.477121255,0
S1,16,,30,1,2,5,1.477121255,1.477121255,0.698970004
S1,17,,30,-1,1,3,1.477121255,1.477121255,0.477121255
S1,17,,30,1,2,2,1.477121255,1.477121255,0.301029996
S1,18,,30,-1,1,0,1.477121255,1.477121255,0
S1,18,,30,1,2,2,1.477121255,1.477121255,0.301029996
S1,19,,30,-1,1,4,1.477121255,1.477121255,0.602059991
S1,19,,30,1,2,3,1.477121255,1.477121255,0.477121255
S1,20,,30,-1,1,4,1.477121255,1.477121255,0.602059991
S1,20,,30,1,2,0,1.477121255,1.477121255,0
S1,21,,30,-1,1,-1,1.477121255,1.477121255,0
S1,21,,30,1,2,3,1.477121255,1.477121255,0.477121255
S1,22,,30,-1,1,5,1.477121255,1.477121255,0.698970004
S1,22,,30,1,2,0,1.477121255,1.477121255,0
S1,23,,30,-1,1,3,1.477121255,1.477121255,0.477121255
S1,23,,30,1,2,5,1.477121255,1.477121255,0.698970004
S1,24,,30,-1,1,5,1.477121255,1.477121255,0.698970004
S1,24,,30,1,2,6,1.477121255,1.477121255,0.77815125
S1,1,,40,-1,1,-3,1.602059991,1.602059991,0.477121255
S1,1,,40,1,2,5,1.602059991,1.602059991,0.698970004
S1,2,,40,-1,1,-1,1.602059991,1.602059991,0
S1,2,,40,1,2,5,1.602059991,1.602059991,0.698970004
S1,3,,40,-1,1,4,1.602059991,1.602059991,0.602059991
S1,3,,40,1,2,4,1.602059991,1.602059991,0.602059991
S1,4,,40,-1,1,0,1.602059991,1.602059991,0
S1,4,,40,1,2,5,1.602059991,1.602059991,0.698970004
S1,5,,40,-1,1,4,1.602059991,1.602059991,0.602059991
S1,5,,40,1,2,4,1.602059991,1.602059991,0.602059991
S1,6,,40,-1,1,-1,1.602059991,1.602059991,0
S1,6,,40,1,2,5,1.602059991,1.602059991,0.698970004
S1,7,,40,-1,1,-3,1.602059991,1.602059991,0.477121255
S1,7,,40,1,2,5,1.602059991,1.602059991,0.698970004
S1,8,,40,-1,1,4,1.602059991,1.602059991,0.602059991
S1,8,,40,1,2,3,1.602059991,1.602059991,0.477121255
S1,9,,40,-1,1,0,1.602059991,1.602059991,0
S1,9,,40,1,2,3,1.602059991,1.602059991,0.477121255
S1,10,,40,-1,1,-2,1.602059991,1.602059991,0.301029996
S1,10,,40,1,2,2,1.602059991,1.602059991,0.301029996
S1,11,,40,-1,1,-1,1.602059991,1.602059991,0
S1,11,,40,1,2,2,1.602059991,1.602059991,0.301029996
S1,12,,40,-1,1,4,1.602059991,1.602059991,0.602059991
S1,12,,40,1,2,6,1.602059991,1.602059991,0.77815125
S1,13,,40,-1,1,3,1.602059991,1.602059991,0.477121255
S1,13,,40,1,2,6,1.602059991,1.602059991,0.77815125
S1,14,,40,-1,1,1,1.602059991,1.602059991,0
S1,14,,40,1,2,1,1.602059991,1.602059991,0
S1,15,,40,-1,1,-2,1.602059991,1.602059991,0.301029996
S1,15,,40,1,2,3,1.602059991,1.602059991,0.477121255
S1,16,,40,-1,1,-1,1.602059991,1.602059991,0
S1,16,,40,1,2,4,1.602059991,1.602059991,0.602059991
S1,17,,40,-1,1,2,1.602059991,1.602059991,0.301029996
S1,17,,40,1,2,0,1.602059991,1.602059991,0
S1,18,,40,-1,1,1,1.602059991,1.602059991,0
S1,18,,40,1,2,5,1.602059991,1.602059991,0.698970004
S1,19,,40,-1,1,5,1.602059991,1.602059991,0.698970004
S1,19,,40,1,2,1,1.602059991,1.602059991,0
S1,20,,40,-1,1,4,1.602059991,1.602059991,0.602059991
S1,20,,40,1,2,3,1.602059991,1.602059991,0.477121255
S1,21,,40,-1,1,-1,1.602059991,1.602059991,0
S1,21,,40,1,2,7,1.602059991,1.602059991,0.84509804
S1,22,,40,-1,1,0,1.602059991,1.602059991,0
S1,22,,40,1,2,3,1.602059991,1.602059991,0.477121255
S1,23,,40,-1,1,5,1.602059991,1.602059991,0.698970004
S1,23,,40,1,2,3,1.602059991,1.602059991,0.477121255
S1,24,,40,-1,1,-2,1.602059991,1.602059991,0.301029996
S1,24,,40,1,2,6,1.602059991,1.602059991,0.77815125
S1,1,,50,-1,1,1,1.698970004,1.698970004,0
S1,1,,50,1,2,3,1.698970004,1.698970004,0.477121255
S1,2,,50,-1,1,5,1.698970004,1.698970004,0.698970004
S1,2,,50,1,2,2,1.698970004,1.698970004,0.301029996
S1,3,,50,-1,1,1,1.698970004,1.698970004,0
S1,3,,50,1,2,4,1.698970004,1.698970004,0.602059991
S1,4,,50,-1,1,1,1.698970004,1.698970004,0
S1,4,,50,1,2,1,1.698970004,1.698970004,0
S1,5,,50,-1,1,1,1.698970004,1.698970004,0
S1,5,,50,1,2,4,1.698970004,1.698970004,0.602059991
S1,6,,50,-1,1,5,1.698970004,1.698970004,0.698970004
S1,6,,50,1,2,2,1.698970004,1.698970004,0.301029996
S1,7,,50,-1,1,1,1.698970004,1.698970004,0
S1,7,,50,1,2,3,1.698970004,1.698970004,0.477121255
S1,8,,50,-1,1,2,1.698970004,1.698970004,0.301029996
S1,8,,50,1,2,2,1.698970004,1.698970004,0.301029996
S1,9,,50,-1,1,0,1.698970004,1.698970004,0
S1,9,,50,1,2,1,1.698970004,1.698970004,0
S1,10,,50,-1,1,1,1.698970004,1.698970004,0
S1,10,,50,1,2,3,1.698970004,1.698970004,0.477121255
S1,11,,50,-1,1,1,1.698970004,1.698970004,0
S1,11,,50,1,2,-1,1.698970004,1.698970004,0
S1,12,,50,-1,1,4,1.698970004,1.698970004,0.602059991
S1,12,,50,1,2,5,1.698970004,1.698970004,0.698970004
S1,13,,50,-1,1,5,1.698970004,1.698970004,0.698970004
S1,13,,50,1,2,1,1.698970004,1.698970004,0
S1,14,,50,-1,1,1,1.698970004,1.698970004,0
S1,14,,50,1,2,4,1.698970004,1.698970004,0.602059991
S1,15,,50,-1,1,4,1.698970004,1.698970004,0.602059991
S1,15,,50,1,2,2,1.698970004,1.698970004,0.301029996
S1,16,,50,-1,1,6,1.698970004,1.698970004,0.77815125
S1,16,,50,1,2,2,1.698970004,1.698970004,0.301029996
S1,17,,50,-1,1,5,1.698970004,1.698970004,0.698970004
S1,17,,50,1,2,2,1.698970004,1.698970004,0.301029996
S1,18,,50,-1,1,4,1.698970004,1.698970004,0.602059991
S1,18,,50,1,2,4,1.698970004,1.698970004,0.602059991
S1,19,,50,-1,1,7,1.698970004,1.698970004,0.84509804
S1,19,,50,1,2,5,1.698970004,1.698970004,0.698970004
S1,20,,50,-1,1,3,1.698970004,1.698970004,0.477121255
S1,20,,50,1,2,3,1.698970004,1.698970004,0.477121255
S1,21,,50,-1,1,6,1.698970004,1.698970004,0.77815125
S1,21,,50,1,2,-1,1.698970004,1.698970004,0
S1,22,,50,-1,1,3,1.698970004,1.698970004,0.477121255
S1,22,,50,1,2,9,1.698970004,1.698970004,0.954242509
S1,23,,50,-1,1,5,1.698970004,1.698970004,0.698970004
S1,23,,50,1,2,4,1.698970004,1.698970004,0.602059991
S1,24,,50,-1,1,6,1.698970004,1.698970004,0.77815125
S1,24,,50,1,2,0,1.698970004,1.698970004,0
S1,1,,60,-1,1,4,1.77815125,1.77815125,0.602059991
S1,1,,60,1,2,2,1.77815125,1.77815125,0.301029996
S1,2,,60,-1,1,-1,1.77815125,1.77815125,0
S1,2,,60,1,2,1,1.77815125,1.77815125,0
S1,3,,60,-1,1,1,1.77815125,1.77815125,0
S1,3,,60,1,2,0,1.77815125,1.77815125,0
S1,4,,60,-1,1,6,1.77815125,1.77815125,0.77815125
S1,4,,60,1,2,4,1.77815125,1.77815125,0.602059991
S1,5,,60,-1,1,1,1.77815125,1.77815125,0
S1,5,,60,1,2,0,1.77815125,1.77815125,0
S1,6,,60,-1,1,-1,1.77815125,1.77815125,0
S1,6,,60,1,2,1,1.77815125,1.77815125,0
S1,7,,60,-1,1,4,1.77815125,1.77815125,0.602059991
S1,7,,60,1,2,2,1.77815125,1.77815125,0.301029996
S1,8,,60,-1,1,3,1.77815125,1.77815125,0.477121255
S1,8,,60,1,2,1,1.77815125,1.77815125,0
S1,9,,60,-1,1,-2,1.77815125,1.77815125,0.301029996
S1,9,,60,1,2,4,1.77815125,1.77815125,0.602059991
S1,10,,60,-1,1,2,1.77815125,1.77815125,0.301029996
S1,10,,60,1,2,3,1.77815125,1.77815125,0.477121255
S1,11,,60,-1,1,3,1.77815125,1.77815125,0.477121255
S1,11,,60,1,2,5,1.77815125,1.77815125,0.698970004
S1,12,,60,-1,1,2,1.77815125,1.77815125,0.301029996
S1,12,,60,1,2,2,1.77815125,1.77815125,0.301029996
S1,13,,60,-1,1,0,1.77815125,1.77815125,0
S1,13,,60,1,2,4,1.77815125,1.77815125,0.602059991
S1,14,,60,-1,1,3,1.77815125,1.77815125,0.477121255
S1,14,,60,1,2,2,1.77815125,1.77815125,0.301029996
S1,15,,60,-1,1,7,1.77815125,1.77815125,0.84509804
S1,15,,60,1,2,0,1.77815125,1.77815125,0
S1,16,,60,-1,1,0,1.77815125,1.77815125,0
S1,16,,60,1,2,5,1.77815125,1.77815125,0.698970004
S1,17,,60,-1,1,3,1.77815125,1.77815125,0.477121255
S1,17,,60,1,2,0,1.77815125,1.77815125,0
S1,18,,60,-1,1,5,1.77815125,1.77815125,0.698970004
S1,18,,60,1,2,1,1.77815125,1.77815125,0
S1,19,,60,-1,1,10,1.77815125,1.77815125,1
S1,19,,60,1,2,4,1.77815125,1.77815125,0.602059991
S1,20,,60,-1,1,0,1.77815125,1.77815125,0
S1,20,,60,1,2,10,1.77815125,1.77815125,1
S1,21,,60,-1,1,0,1.77815125,1.77815125,0
S1,21,,60,1,2,5,1.77815125,1.77815125,0.698970004
S1,22,,60,-1,1,1,1.77815125,1.77815125,0
S1,22,,60,1,2,6,1.77815125,1.77815125,0.77815125
S1,23,,60,-1,1,6,1.77815125,1.77815125,0.77815125
S1,23,,60,1,2,5,1.77815125,1.77815125,0.698970004
S1,24,,60,-1,1,1,1.77815125,1.77815125,0
S1,24,,60,1,2,0,1.77815125,1.77815125,0
S1,1,,70,-1,1,1,1.84509804,1.84509804,0
S1,1,,70,1,2,2,1.84509804,1.84509804,0.301029996
S1,2,,70,-1,1,3,1.84509804,1.84509804,0.477121255
S1,2,,70,1,2,0,1.84509804,1.84509804,0
S1,3,,70,-1,1,6,1.84509804,1.84509804,0.77815125
S1,3,,70,1,2,7,1.84509804,1.84509804,0.84509804
S1,4,,70,-1,1,8,1.84509804,1.84509804,0.903089987
S1,4,,70,1,2,1,1.84509804,1.84509804,0
S1,5,,70,-1,1,6,1.84509804,1.84509804,0.77815125
S1,5,,70,1,2,7,1.84509804,1.84509804,0.84509804
S1,6,,70,-1,1,3,1.84509804,1.84509804,0.477121255
S1,6,,70,1,2,0,1.84509804,1.84509804,0
S1,7,,70,-1,1,1,1.84509804,1.84509804,0
S1,7,,70,1,2,2,1.84509804,1.84509804,0.301029996
S1,8,,70,-1,1,3,1.84509804,1.84509804,0.477121255
S1,8,,70,1,2,5,1.84509804,1.84509804,0.698970004
S1,9,,70,-1,1,4,1.84509804,1.84509804,0.602059991
S1,9,,70,1,2,-3,1.84509804,1.84509804,0.477121255
S1,10,,70,-1,1,5,1.84509804,1.84509804,0.698970004
S1,10,,70,1,2,3,1.84509804,1.84509804,0.477121255
S1,11,,70,-1,1,-5,1.84509804,1.84509804,0.698970004
S1,11,,70,1,2,1,1.84509804,1.84509804,0
S1,12,,70,-1,1,-3,1.84509804,1.84509804,0.477121255
S1,12,,70,1,2,3,1.84509804,1.84509804,0.477121255
S1,13,,70,-1,1,-1,1.84509804,1.84509804,0
S1,13,,70,1,2,4,1.84509804,1.84509804,0.602059991
S1,14,,70,-1,1,2,1.84509804,1.84509804,0.301029996
S1,14,,70,1,2,1,1.84509804,1.84509804,0
S1,15,,70,-1,1,1,1.84509804,1.84509804,0
S1,15,,70,1,2,0,1.84509804,1.84509804,0
S1,16,,70,-1,1,2,1.84509804,1.84509804,0.301029996
S1,16,,70,1,2,1,1.84509804,1.84509804,0
S1,17,,70,-1,1,0,1.84509804,1.84509804,0
S1,17,,70,1,2,5,1.84509804,1.84509804,0.698970004
S1,18,,70,-1,1,4,1.84509804,1.84509804,0.602059991
S1,18,,70,1,2,-1,1.84509804,1.84509804,0
S1,19,,70,-1,1,10,1.84509804,1.84509804,1
S1,19,,70,1,2,8,1.84509804,1.84509804,0.903089987
S1,20,,70,-1,1,2,1.84509804,1.84509804,0.301029996
S1,20,,70,1,2,9,1.84509804,1.84509804,0.954242509
S1,21,,70,-1,1,7,1.84509804,1.84509804,0.84509804
S1,21,,70,1,2,6,1.84509804,1.84509804,0.77815125
S1,22,,70,-1,1,3,1.84509804,1.84509804,0.477121255
S1,22,,70,1,2,6,1.84509804,1.84509804,0.77815125
S1,23,,70,-1,1,6,1.84509804,1.84509804,0.77815125
S1,23,,70,1,2,6,1.84509804,1.84509804,0.77815125
S1,24,,70,-1,1,2,1.84509804,1.84509804,0.301029996
S1,24,,70,1,2,4,1.84509804,1.84509804,0.602059991
S1,1,,80,-1,1,1,1.903089987,1.903089987,0
S1,1,,80,1,2,-1,1.903089987,1.903089987,0
S1,2,,80,-1,1,-3,1.903089987,1.903089987,0.477121255
S1,2,,80,1,2,-3,1.903089987,1.903089987,0.477121255
S1,3,,80,-1,1,1,1.903089987,1.903089987,0
S1,3,,80,1,2,0,1.903089987,1.903089987,0
S1,4,,80,-1,1,1,1.903089987,1.903089987,0
S1,4,,80,1,2,3,1.903089987,1.903089987,0.477121255
S1,5,,80,-1,1,1,1.903089987,1.903089987,0
S1,5,,80,1,2,0,1.903089987,1.903089987,0
S1,6,,80,-1,1,-3,1.903089987,1.903089987,0.477121255
S1,6,,80,1,2,-3,1.903089987,1.903089987,0.477121255
S1,7,,80,-1,1,1,1.903089987,1.903089987,0
S1,7,,80,1,2,-1,1.903089987,1.903089987,0
S1,8,,80,-1,1,4,1.903089987,1.903089987,0.602059991
S1,8,,80,1,2,0,1.903089987,1.903089987,0
S1,9,,80,-1,1,2,1.903089987,1.903089987,0.301029996
S1,9,,80,1,2,0,1.903089987,1.903089987,0
S1,10,,80,-1,1,2,1.903089987,1.903089987,0.301029996
S1,10,,80,1,2,2,1.903089987,1.903089987,0.301029996
S1,11,,80,-1,1,0,1.903089987,1.903089987,0
S1,11,,80,1,2,3,1.903089987,1.903089987,0.477121255
S1,12,,80,-1,1,1,1.903089987,1.903089987,0
S1,12,,80,1,2,3,1.903089987,1.903089987,0.477121255
S1,13,,80,-1,1,-1,1.903089987,1.903089987,0
S1,13,,80,1,2,-2,1.903089987,1.903089987,0.301029996
S1,14,,80,-1,1,-1,1.903089987,1.903089987,0
S1,14,,80,1,2,4,1.903089987,1.903089987,0.602059991
S1,15,,80,-1,1,11,1.903089987,1.903089987,1.041392685
S1,15,,80,1,2,4,1.903089987,1.903089987,0.602059991
S1,16,,80,-1,1,10,1.903089987,1.903089987,1
S1,16,,80,1,2,7,1.903089987,1.903089987,0.84509804
S1,17,,80,-1,1,5,1.903089987,1.903089987,0.698970004
S1,17,,80,1,2,4,1.903089987,1.903089987,0.602059991
S1,18,,80,-1,1,7,1.903089987,1.903089987,0.84509804
S1,18,,80,1,2,2,1.903089987,1.903089987,0.301029996
S1,19,,80,-1,1,5,1.903089987,1.903089987,0.698970004
S1,19,,80,1,2,4,1.903089987,1.903089987,0.602059991
S1,20,,80,-1,1,2,1.903089987,1.903089987,0.301029996
S1,20,,80,1,2,2,1.903089987,1.903089987,0.301029996
S1,21,,80,-1,1,7,1.903089987,1.903089987,0.84509804
S1,21,,80,1,2,6,1.903089987,1.903089987,0.77815125
S1,22,,80,-1,1,7,1.903089987,1.903089987,0.84509804
S1,22,,80,1,2,5,1.903089987,1.903089987,0.698970004
S1,23,,80,-1,1,5,1.903089987,1.903089987,0.698970004
S1,23,,80,1,2,3,1.903089987,1.903089987,0.477121255
S1,24,,80,-1,1,8,1.903089987,1.903089987,0.903089987
S1,24,,80,1,2,4,1.903089987,1.903089987,0.602059991
S2,1,,-80,-1,1,-5,1.903089987,-1.903089987,0.698970004
S2,1,,-80,1,2,-14,1.903089987,-1.903089987,1.146128036
S2,2,,-80,-1,1,-5,1.903089987,-1.903089987,0.698970004
S2,2,,-80,1,2,-11,1.903089987,-1.903089987,1.041392685
S2,3,,-80,-1,1,-4,1.903089987,-1.903089987,0.602059991
S2,3,,-80,1,2,-4,1.903089987,-1.903089987,0.602059991
S2,4,,-80,-1,1,-16,1.903089987,-1.903089987,1.204119983
S2,4,,-80,1,2,-9,1.903089987,-1.903089987,0.954242509
S2,5,,-80,-1,1,-15,1.903089987,-1.903089987,1.176091259
S2,5,,-80,1,2,-4,1.903089987,-1.903089987,0.602059991
S2,6,,-80,-1,1,-3,1.903089987,-1.903089987,0.477121255
S2,6,,-80,1,2,-15,1.903089987,-1.903089987,1.176091259
S2,7,,-80,-1,1,-3,1.903089987,-1.903089987,0.477121255
S2,7,,-80,1,2,-12,1.903089987,-1.903089987,1.079181246
S2,8,,-80,-1,1,-15,1.903089987,-1.903089987,1.176091259
S2,8,,-80,1,2,0,1.903089987,-1.903089987,#NUM!
S2,9,,-80,-1,1,-6,1.903089987,-1.903089987,0.77815125
S2,9,,-80,1,2,7,1.903089987,-1.903089987,0.84509804
S2,10,,-80,-1,1,-5,1.903089987,-1.903089987,0.698970004
S2,10,,-80,1,2,-9,1.903089987,-1.903089987,0.954242509
S2,11,,-80,-1,1,-18,1.903089987,-1.903089987,1.255272505
S2,11,,-80,1,2,-7,1.903089987,-1.903089987,0.84509804
S2,12,,-80,-1,1,-12,1.903089987,-1.903089987,1.079181246
S2,12,,-80,1,2,-5,1.903089987,-1.903089987,0.698970004
S2,13,,-80,-1,1,-13,1.903089987,-1.903089987,1.113943352
S2,13,,-80,1,2,-25,1.903089987,-1.903089987,1.397940009
S2,14,,-80,-1,1,-13,1.903089987,-1.903089987,1.113943352
S2,14,,-80,1,2,-6,1.903089987,-1.903089987,0.77815125
S2,15,,-80,-1,1,-1,1.903089987,-1.903089987,0
S2,15,,-80,1,2,-7,1.903089987,-1.903089987,0.84509804
S2,16,,-80,-1,1,-4,1.903089987,-1.903089987,0.602059991
S2,16,,-80,1,2,-13,1.903089987,-1.903089987,1.113943352
S2,17,,-80,-1,1,-9,1.903089987,-1.903089987,0.954242509
S2,17,,-80,1,2,-6,1.903089987,-1.903089987,0.77815125
S2,18,,-80,-1,1,-12,1.903089987,-1.903089987,1.079181246
S2,18,,-80,1,2,-12,1.903089987,-1.903089987,1.079181246
S2,19,,-80,-1,1,-17,1.903089987,-1.903089987,1.230448921
S2,19,,-80,1,2,0,1.903089987,-1.903089987,#NUM!
S2,20,,-80,-1,1,-6,1.903089987,-1.903089987,0.77815125
S2,20,,-80,1,2,1,1.903089987,-1.903089987,0
S2,1,,-70,-1,1,-6,1.84509804,-1.84509804,0.77815125
S2,1,,-70,1,2,-6,1.84509804,-1.84509804,0.77815125
S2,2,,-70,-1,1,-8,1.84509804,-1.84509804,0.903089987
S2,2,,-70,1,2,-7,1.84509804,-1.84509804,0.84509804
S2,3,,-70,-1,1,-11,1.84509804,-1.84509804,1.041392685
S2,3,,-70,1,2,-8,1.84509804,-1.84509804,0.903089987
S2,4,,-70,-1,1,-14,1.84509804,-1.84509804,1.146128036
S2,4,,-70,1,2,-29,1.84509804,-1.84509804,1.462397998
S2,5,,-70,-1,1,-5,1.84509804,-1.84509804,0.698970004
S2,5,,-70,1,2,-7,1.84509804,-1.84509804,0.84509804
S2,6,,-70,-1,1,-5,1.84509804,-1.84509804,0.698970004
S2,6,,-70,1,2,-12,1.84509804,-1.84509804,1.079181246
S2,7,,-70,-1,1,-6,1.84509804,-1.84509804,0.77815125
S2,7,,-70,1,2,-15,1.84509804,-1.84509804,1.176091259
S2,8,,-70,-1,1,-6,1.84509804,-1.84509804,0.77815125
S2,8,,-70,1,2,-11,1.84509804,-1.84509804,1.041392685
S2,9,,-70,-1,1,-10,1.84509804,-1.84509804,1
S2,9,,-70,1,2,-13,1.84509804,-1.84509804,1.113943352
S2,10,,-70,-1,1,-8,1.84509804,-1.84509804,0.903089987
S2,10,,-70,1,2,-13,1.84509804,-1.84509804,1.113943352
S2,11,,-70,-1,1,1,1.84509804,-1.84509804,0
S2,11,,-70,1,2,-5,1.84509804,-1.84509804,0.698970004
S2,12,,-70,-1,1,-13,1.84509804,-1.84509804,1.113943352
S2,12,,-70,1,2,-12,1.84509804,-1.84509804,1.079181246
S2,13,,-70,-1,1,-5,1.84509804,-1.84509804,0.698970004
S2,13,,-70,1,2,-6,1.84509804,-1.84509804,0.77815125
S2,14,,-70,-1,1,-16,1.84509804,-1.84509804,1.204119983
S2,14,,-70,1,2,-6,1.84509804,-1.84509804,0.77815125
S2,15,,-70,-1,1,-5,1.84509804,-1.84509804,0.698970004
S2,15,,-70,1,2,-5,1.84509804,-1.84509804,0.698970004
S2,16,,-70,-1,1,-8,1.84509804,-1.84509804,0.903089987
S2,16,,-70,1,2,-3,1.84509804,-1.84509804,0.477121255
S2,17,,-70,-1,1,-7,1.84509804,-1.84509804,0.84509804
S2,17,,-70,1,2,-1,1.84509804,-1.84509804,0
S2,18,,-70,-1,1,-16,1.84509804,-1.84509804,1.204119983
S2,18,,-70,1,2,2,1.84509804,-1.84509804,0.301029996
S2,19,,-70,-1,1,-3,1.84509804,-1.84509804,0.477121255
